date,dataset,mode,final,macro_f1,defect_f1,e2e
2026-09-20,seed42,rules,0.9904,0.968,1.0,1.0
2026-09-20,seed42,rules+llm,0.9995,0.9982,1.0,1.0
2026-09-20,seed1337,rules,0.9946,0.982,1.0,1.0
2026-09-20,seed1337,rules+llm,0.9984,0.9947,1.0,1.0
2026-09-20,seed2468,rules,0.9917,0.9725,1.0,1.0
2026-09-20,seed2468,rules+llm,0.9995,0.9982,1.0,1.0
2026-09-20,seed3691,rules,0.9852,0.9507,1.0,1.0
2026-09-20,seed3691,rules+llm,0.9984,0.9947,1.0,1.0
